country,countryCode,city,isp,org,as,query,valid
Kazakhstan,KZ,Almaty,PS Internet Company LLP,Pskz Hosting VPS ALA,AS48716 PS Internet Company LLP,46.247.41.93,True
Kazakhstan,KZ,Almaty,Newserverlife LLC,Individual Entrepreneur Anton Levin,AS49791 Newserverlife LLC,45.43.159.48,True
Kazakhstan,KZ,Almaty,Newserverlife LLC,3HCLoud LLC,AS49791 Newserverlife LLC,91.224.74.186,True
Kazakhstan,KZ,Almaty,Scalaxy B.V.,3NT SOLUTIONS LLP,AS58061 Scalaxy B.V.,38.180.37.102,True
Kazakhstan,KZ,Astana,BEGET,,AS205516 NLS ASTANA LLP,83.222.22.61,True
Kazakhstan,KZ,Almaty,PS Internet Company LLC,PS Internet Company LLC,AS39318 PS Internet Company LLP,85.202.193.54,True
Kazakhstan,KZ,Almaty,PS Internet Company LLP,PS Internet Company LLC,AS48716 PS Internet Company LLP,89.219.32.87,True
Kazakhstan,KZ,Almaty,Newserverlife LLC,Vdska KZ1,AS49791 Newserverlife LLC,185.5.74.153,True
Kazakhstan,KZ,Almaty,PS Internet Company LLP,Onelabrange,AS48716 PS Internet Company LLP,83.97.77.35,True
Kazakhstan,KZ,Almaty,WorkTitans B.V.,WorkTitans B.V,AS209847 WorkTitans B.V.,95.164.114.50,True
Kazakhstan,KZ,Almaty,Megahost KZ Uralsk,,AS208450 Megahost Kazakhstan TOO,45.136.57.82,True
Kazakhstan,KZ,Almaty,"LLP ""Kompaniya Hoster.KZ""","TOO ""Kompaniya Hoster.KZ""",AS202958 Hoster.KZ - Almaty,86.107.198.133,True
