country,countryCode,city,isp,org,as,query,valid
Russia,RU,Moscow,Hosting technology LTD,Hosting technology LTD,AS48282 Hosting technology LTD,178.20.46.58,True
Russia,RU,Moscow,Selectel,,AS50340 JSC Selectel,109.71.11.98,True
Russia,RU,Moscow,DEF-GROUP Datahouse.ru,Def-group LLC,AS50053 VDSka hosting,45.141.184.145,True
Russia,RU,Moscow,"JSC ""TIMEWEB""","Timeweb, LLP",AS9123 JSC TIMEWEB,82.97.249.34,True
Russia,RU,Novosibirsk,Novotelecom Ltd,Novotelecom ltd.,AS31200 Novotelecom Ltd,37.193.126.81,True
Russia,RU,Moscow,I-servers LTD,Ihor Servers,AS209641 I-SERVERS LTD,185.125.219.18,True
Russia,RU,Moscow,Stolica Telecom Ltd.,Stolica Telecom Ltd,AS62366 Stolica Telecom Ltd.,95.46.1.22,True
Russia,RU,Novoivanovskoye,JSC IOT,AOIOT,AS29182 JSC IOT,188.120.239.45,True
Russia,RU,Volokonovka,LINKFOR,LINKFOR LLC,AS61223 LINKFOR LLC,89.23.106.39,True
Russia,RU,Moscow,JSC Selectel,Selectel,AS50340 JSC Selectel,5.35.11.205,True
Russia,RU,Moscow,Hosting technology LTD,Hosting technology LTD,AS48282 Hosting technology LTD,93.183.94.78,True
Russia,RU,Moscow,"JSC ""TIMEWEB""","JSC ""TIMEWEB""",AS9123 JSC TIMEWEB,45.139.78.205,True
Russia,RU,Novosibirsk,Adman LLC,TW VDS,AS57494 Adman LLC,147.45.147.212,True
Russia,RU,St Petersburg,SPRINTHOST.RU LLC,Sprinthost LLC,AS35278 SPRINTHOST.RU LLC,193.42.115.151,True
Russia,RU,Moscow,Aeza Group LLC,Aeza Group LLC,AS216246 Aeza Group LLC,193.233.250.140,True
Russia,RU,Moscow,WAIcore Ltd,WAIcore Ltd,AS213887 WAIcore Ltd,109.122.199.119,True
Russia,RU,Moscow,JSC IOT,JSC IOT,AS29182 JSC IOT,37.230.114.182,True
Russia,RU,Moscow,Hostkey B.V.,"LLC ""Server v arendy""",AS50867 HOSTKEY B.V.,158.255.6.5,True
Russia,RU,St Petersburg,"JSC ""TIMEWEB""","JSC ""TIMEWEB""",AS9123 JSC TIMEWEB,85.193.91.193,True
Russia,RU,Moscow,CENTER,JSC Ru-center,"AS197695 Domain names registrar REG.RU, Ltd",89.111.172.106,True
Russia,RU,Moscow,Aeza International LTD,Aeza Group LLC,AS210644 AEZA GROUP LLC,77.232.143.29,True
Russia,RU,St Petersburg,"JSC ""TIMEWEB""","JSC ""TIMEWEB""",AS9123 JSC TIMEWEB,46.229.212.218,True
Russia,RU,Moscow,NetCrafters OU,NetCrafters OU,AS203273 NetCrafters OU,178.253.55.191,True
Russia,RU,Moscow,I-servers LTD,POWER-SERVERS-ROLE-ORG,AS209641 I-SERVERS LTD,185.87.48.219,True
Russia,RU,Moscow,MT FINANCE LLC,MT FINANCE LLC,AS214822 MT FINANCE LLC,195.58.54.223,True
Russia,RU,Moscow,OVH SAS,HostiMan Hosting,AS16276 OVH SAS,162.19.158.37,True
Russia,RU,Moscow,Selectel,,AS50340 JSC Selectel,5.188.78.218,True
Russia,RU,Moscow,AZERTA.RU Hosting LLC,AZERTA.RU Hosting LLC,AS43278 Castles LLC,79.137.184.42,True
Russia,RU,Moscow,Petersburg Internet Network ltd.,PINVDS OU,AS216368 Petersburg Internet Network ltd.,5.188.88.74,True
Russia,RU,Moscow,Aeza International LTD,Aeza Group LLC,AS210644 AEZA GROUP LLC,77.232.143.39,True
Russia,RU,Moscow,JSC Comcor,Comcor,AS8732 JSC Comcor,178.208.156.194,True
