country,countryCode,city,isp,org,as,query,valid
Singapore,SG,Singapore,M247 Europe SRL,3NT SOLUTIONS LLP,AS9009 M247 Europe SRL,38.180.9.18,True
Singapore,SG,Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd.",47.82.155.79,True
Singapore,SG,Singapore,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC",152.42.236.151,True
Singapore,SG,Singapore,Cogent Communications,Starcloud Global Pte. LTD,AS42960 VH Global Limited,149.104.4.119,True
Singapore,SG,Singapore,"DigitalOcean, LLC",Digitalocean,"AS14061 DigitalOcean, LLC",178.128.59.95,True
Singapore,SG,Singapore,First Server Limited,,AS200740 FIRST SERVER LIMITED,194.36.179.17,True
Singapore,SG,Singapore,The Constant Company,"Vultr Holdings, LLC","AS20473 The Constant Company, LLC",149.28.158.108,True
Singapore,SG,Singapore,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC",129.212.233.197,True
Singapore,SG,Singapore,Aceville Pte.ltd,,"AS132203 Tencent Building, Kejizhongyi Avenue",43.134.160.16,True
Singapore,SG,Singapore,Melbikomas UAB,Melbikomas UAB,AS8849 Melbikomas UAB,91.192.81.154,True
